SPGTable,,,,,,,,,,,,,
Entity Name,Entity ID,Exchange,SP_SECTOR,Market Capitalization ($M),CIQ EPS Est - # of Est (actual),EPS_FY+1_Current,EPS_FY+1_1M_ago,EPS_FY+1_3M_ago,EPS_MEDIAN_EST,EPS_HIGH_EST,EPS_LOW_EST,EPS_SURPRISE,AS_OF
SP_ENTITY_NAME,SP_ENTITY_ID,SP_EXCHANGE,,SP_MARKETCAP,SP_EPS_NUM_EST,,,,,,,,
,,,,Current,FY+1,,,,,,,,
Ardagh Metal Packaging S.A. (NYSE:AMBP),27796383,NYSE,Materials,"2,701.60",7,0.25,0.19,0.19,0.25,0.28,0.21,10.53,06/03/2026
"Ardelyx, Inc. (NASDAQGM:ARDX)",4565554,NASDAQGM,Health Care,"1,518.08",7,0.04,-0.24,-0.23,0.06,0.18,-0.07,-8.33,06/03/2026
Ares Capital Corporation (NASDAQGS:ARCC),4092627,NASDAQGS,Financials,"13,448.57",13,1.94,1.94,1.99,1.94,1.98,1.88,1.01,06/03/2026
Ares Management Corporation (NYSE:ARES),4438507,NYSE,Financials,"24,685.42",16,6.46,6.45,5.06,6.49,7.15,5.97,-5.56,06/03/2026
"Argan, Inc. (NYSE:AGX)",4212815,NYSE,Industrials,"5,746.37",4,8.36,8.36,8.26,8.27,8.65,8.25,21.54,06/03/2026
"Arhaus, Inc. (NASDAQGS:ARHS)",100401140,NASDAQGS,Consumer Discretionary,"1,078.17",15,0.51,0.46,0.46,0.51,0.58,0.49,4.35,06/03/2026
"Arista Networks, Inc. (NYSE:ANET)",4970981,NYSE,Information Technology,"166,981.32",24,3.53,2.87,2.86,3.49,3.81,3.40,3.83,06/03/2026
"Arlo Technologies, Inc. (NYSE:ARLO)",10812170,NYSE,Information Technology,"1,485.29",5,0.81,0.66,0.66,0.80,0.82,0.80,6.06,06/03/2026
Arm Holdings plc (NASDAQGS:ARM),18316882,NASDAQGS,Information Technology,"121,519.35",37,1.76,1.75,1.72,1.75,1.89,1.60,1.24,06/03/2026
"ARMOUR Residential REIT, Inc. (NYSE:ARR)",4238544,NYSE,Financials,"2,114.31",4,3.05,3.14,3.09,3.06,3.13,2.94,-2.55,06/03/2026
"Armstrong World Industries, Inc. (NYSE:AWI)",4060429,NYSE,Industrials,"7,206.40",10,8.30,7.48,7.48,8.30,8.52,8.09,-0.94,06/03/2026
"Array Technologies, Inc. (NASDAQGM:ARRY)",4260944,NASDAQGM,Industrials,"1,040.90",21,0.72,0.67,0.67,0.71,0.82,0.67,0.00,06/03/2026
"Arrow Electronics, Inc. (NYSE:ARW)",4066994,NYSE,Information Technology,"7,068.28",4,13.28,13.28,10.21,13.25,13.98,12.65,7.93,06/03/2026
"Arrowhead Pharmaceuticals, Inc. (NASDAQGS:ARWR)",4811510,NASDAQGS,Health Care,"8,376.73",11,-3.24,-3.03,-3.16,-3.14,-1.16,-4.45,66.67,06/03/2026
Arthur J. Gallagher & Co. (NYSE:AJG),103437,NYSE,Financials,"58,652.22",21,13.23,13.25,10.83,13.27,13.65,12.57,-0.09,06/03/2026
Artisan Partners Asset Management Inc. (NYSE:APAM),4283377,NYSE,Financials,"2,633.62",4,4.12,4.13,3.76,4.11,4.21,4.05,4.52,06/03/2026
"Artivion, Inc. (NYSE:AORT)",4811690,NYSE,Health Care,"1,773.62",7,0.36,0.23,0.23,0.35,0.69,0.21,-8.70,06/03/2026
"Asana, Inc. (NYSE:ASAN)",5185755,NYSE,Information Technology,"1,887.32",14,0.37,0.26,0.26,0.37,0.39,0.36,3.85,06/03/2026
"Asbury Automotive Group, Inc. (NYSE:ABG)",4067004,NYSE,Consumer Discretionary,"3,943.64",10,26.80,27.23,28.16,27.09,27.65,24.75,-0.04,06/03/2026
Ascendis Pharma A/S (NASDAQGS:ASND),4811760,NASDAQGS,Health Care,"14,771.17",12,5.31,-3.76,-3.82,5.66,6.94,1.23,-12.91,06/03/2026
ASGN Incorporated (NYSE:ASGN),4588939,NYSE,Information Technology,"1,771.36",7,5.03,5.02,4.56,5.03,5.16,4.90,-0.66,06/03/2026
Ashland Inc. (NYSE:ASH),6675401,NYSE,Materials,"2,537.51",12,3.92,3.92,3.96,3.93,4.40,3.56,-4.79,06/03/2026
Associated Banc-Corp (NYSE:ASB),100135,NYSE,Financials,"4,116.25",9,2.87,2.87,2.70,2.87,2.95,2.75,4.07,06/03/2026
"Assurant, Inc. (NYSE:AIZ)",4090153,NYSE,Financials,"11,078.58",7,20.77,19.69,19.49,20.60,21.76,20.13,0.41,06/03/2026
"Astera Labs, Inc. (NASDAQGS:ALAB)",10461017,NASDAQGS,Information Technology,"20,289.57",21,2.47,1.77,1.77,2.39,2.87,2.25,3.95,06/03/2026
Astronics Corporation (NASDAQGS:ATRO),4987823,NASDAQGS,Industrials,"2,691.15",4,2.64,1.87,1.82,2.64,2.72,2.57,7.49,06/03/2026
AT&T Inc. (NYSE:T),4024242,NYSE,Communication Services,"200,496.53",24,2.30,2.33,2.06,2.30,2.34,2.22,2.91,06/03/2026
AtaiBeckley Inc. (NASDAQGM:ATAI),28601437,NASDAQGM,Health Care,"1,231.22",10,-0.48,-0.65,-0.67,-0.40,-0.30,-0.99,-347.69,06/03/2026
Ategrity Specialty Insurance Company Holdings (NYSE:ASIC),11218164,NYSE,Financials,"1,014.69",4,1.92,1.44,1.44,1.91,2.05,1.81,11.81,06/03/2026
ATI Inc. (NYSE:ATI),4121020,NYSE,Industrials,"20,552.77",8,4.14,4.14,3.20,4.18,4.26,3.91,1.89,06/03/2026
Atkore Inc. (NYSE:ATKR),4990903,NYSE,Industrials,"2,072.63",6,5.24,5.24,5.18,5.28,5.35,5.11,-7.77,06/03/2026
"Atlanta Braves Holdings, Inc. (NASDAQGS:BATR.K)",4995882,NASDAQGS,Communication Services,"2,823.70",4,-0.16,-0.23,-0.23,-0.18,-0.06,-0.22,139.13,06/03/2026
Atlantic Union Bankshares Corporation (NYSE:AUB),100575,NYSE,Financials,"5,061.01",9,3.76,3.76,3.23,3.80,3.82,3.65,6.17,06/03/2026
Atlassian Corporation (NASDAQGS:TEAM),4972860,NASDAQGS,Information Technology,"22,054.28",31,4.76,4.75,4.87,4.72,5.33,4.36,3.37,06/03/2026
Atmos Energy Corporation (NYSE:ATO),4057157,NYSE,Utilities,"30,612.82",12,8.26,8.21,8.05,8.22,8.50,8.16,1.08,06/03/2026
Atmus Filtration Technologies Inc. (NYSE:ATMU),109826917,NYSE,Industrials,"4,781.29",5,2.95,2.67,2.63,2.91,3.10,2.90,2.25,06/03/2026
Atour Lifestyle Holdings Limited (NASDAQGS:ATAT),29188222,NASDAQGS,Consumer Discretionary,"5,016.72",10,1.66,1.66,1.66,1.66,1.78,1.58,1.18,06/03/2026
ATRenew Inc. (NYSE:RERE),29134797,NYSE,Consumer Discretionary,"1,174.62",4,0.23,0.23,0.24,0.24,0.25,0.19,-3.85,06/03/2026
"AtriCure, Inc. (NASDAQGM:ATRC)",4813161,NASDAQGM,Health Care,"1,495.29",7,0.13,-0.24,-0.24,0.13,0.13,0.12,52.17,06/03/2026
Aura Minerals Inc. (NASDAQGS:AUGO),4348292,NASDAQGS,Materials,"6,732.88",2,8.55,1.30,1.36,8.55,10.89,6.20,NA,06/03/2026
Aurinia Pharmaceuticals Inc. (NASDAQGM:AUPH),4811521,NASDAQGM,Health Care,"1,904.14",6,0.81,0.78,0.78,0.80,0.99,0.68,165.38,06/03/2026
"Aurora Innovation, Inc. (NASDAQGS:AUR)",7711754,NASDAQGS,Information Technology,"8,763.81",8,-0.47,-0.46,-0.46,-0.47,-0.41,-0.54,4.35,06/03/2026
"Autodesk, Inc. (NASDAQGS:ADSK)",4208149,NASDAQGS,Information Technology,"55,068.89",32,12.42,10.23,10.23,12.43,12.86,12.20,1.86,06/03/2026
Autohome Inc. (NYSE:ATHM),4929352,NYSE,Communication Services,"2,227.77",4,1.77,1.96,1.96,1.69,2.10,1.58,9.44,06/03/2026
"Autoliv, Inc. (NYSE:ALV)",4576086,NYSE,Consumer Discretionary,"8,292.42",16,10.58,10.58,9.58,10.50,11.10,10.40,2.82,06/03/2026
"Automatic Data Processing, Inc. (NASDAQGS:ADP)",1031164,NASDAQGS,Industrials,"91,100.30",17,10.97,10.97,10.91,10.96,11.03,10.94,0.30,06/03/2026
"AutoNation, Inc. (NYSE:AN)",4067051,NYSE,Consumer Discretionary,"6,689.76",12,21.65,21.09,19.92,21.51,22.92,20.90,1.05,06/03/2026
"AutoZone, Inc. (NYSE:AZO)",4344582,NYSE,Consumer Discretionary,"60,328.24",20,148.19,148.48,154.04,148.33,152.22,141.58,-1.31,06/03/2026
"AvalonBay Communities, Inc. (NYSE:AVB)",103145,NYSE,Real Estate,"24,889.71",12,5.04,5.22,7.16,4.85,6.58,4.61,1.93,06/03/2026
"Avantor, Inc. (NYSE:AVTR)",8386692,NYSE,Health Care,"5,572.40",17,0.79,0.90,0.90,0.79,0.81,0.77,0.00,06/03/2026
Aveanna Healthcare Holdings Inc. (NASDAQGS:AVAH),10946607,NASDAQGS,Health Care,"1,510.43",8,0.59,0.59,0.55,0.60,0.64,0.53,500.00,06/03/2026
"AvePoint, Inc. (NASDAQGS:AVPT)",5113780,NASDAQGS,Information Technology,"2,389.52",12,0.38,0.34,0.34,0.38,0.41,0.33,-5.88,06/03/2026
Avery Dennison Corporation (NYSE:AVY),3001622,NYSE,Materials,"13,810.35",8,10.24,10.19,9.50,10.13,10.65,10.10,0.53,06/03/2026
Avient Corporation (NYSE:AVNT),4394651,NYSE,Materials,"3,352.55",9,3.07,2.81,2.81,3.06,3.11,3.00,0.36,06/03/2026
"Avis Budget Group, Inc. (NASDAQGS:CAR)",4007807,NASDAQGS,Industrials,"3,438.07",4,3.80,6.71,6.71,3.60,4.73,3.25,-42.77,06/03/2026
"Avnet, Inc. (NASDAQGS:AVT)",4004310,NASDAQGS,Information Technology,"4,915.87",4,4.54,4.54,4.34,4.43,4.92,4.38,2.99,06/03/2026
Axalta Coating Systems Ltd. (NYSE:AXTA),4985766,NYSE,Materials,"6,318.00",18,2.62,2.49,2.50,2.63,2.70,2.54,0.00,06/03/2026
"Axcelis Technologies, Inc. (NASDAQGS:ACLS)",4094856,NASDAQGS,Information Technology,"2,526.32",5,3.64,4.50,4.46,3.75,3.91,2.97,8.44,06/03/2026
AXIS Capital Holdings Limited (NYSE:AXS),4080716,NYSE,Financials,"7,620.71",12,13.36,13.32,12.71,13.45,13.75,12.85,0.78,06/03/2026
"Axon Enterprise, Inc. (NASDAQGS:AXON)",4142027,NASDAQGS,Industrials,"46,042.22",20,7.79,6.32,6.32,7.66,9.80,5.94,8.39,06/03/2026
"Axos Financial, Inc. (NYSE:AX)",4055785,NYSE,Financials,"4,882.26",5,8.73,8.73,8.24,8.78,9.05,8.52,1.63,06/03/2026
"Axsome Therapeutics, Inc. (NASDAQGM:AXSM)",4811624,NASDAQGM,Health Care,"8,303.71",9,-1.04,-3.87,-3.86,-1.57,0.81,-2.28,10.34,06/03/2026
"AXT, Inc. (NASDAQGS:AXTI)",4965908,NASDAQGS,Information Technology,"1,728.60",5,0.00,-0.42,-0.38,-0.02,0.12,-0.07,2.38,06/03/2026
"Azenta, Inc. (NASDAQGS:AZTA)",4942532,NASDAQGS,Health Care,"1,119.30",6,0.78,0.77,0.79,0.79,0.85,0.71,0.00,06/03/2026
AZZ Inc. (NYSE:AZZ),4384044,NYSE,Industrials,"3,703.00",10,6.07,6.05,6.02,6.06,6.15,6.02,0.39,06/03/2026
"Badger Meter, Inc. (NYSE:BMI)",4008727,NYSE,Information Technology,"4,343.68",13,5.12,5.12,4.81,5.10,5.64,4.80,-0.42,06/03/2026
"Baidu, Inc. (NASDAQGS:BIDU)",4294084,NASDAQGS,Communication Services,"40,925.93",23,8.07,7.45,7.50,8.13,11.64,5.88,0.06,06/03/2026
Baker Hughes Company (NASDAQGS:BKR),6893503,NASDAQGS,Energy,"59,106.43",17,2.58,2.58,2.48,2.59,2.83,2.28,4.84,06/03/2026
Balchem Corporation (NASDAQGS:BCPC),4985754,NASDAQGS,Materials,"5,613.41",3,5.69,5.11,5.11,5.70,5.76,5.60,0.78,06/03/2026
Ball Corporation (NYSE:BALL),4014079,NYSE,Materials,"16,637.81",15,3.97,3.97,3.57,3.96,4.00,3.95,0.00,06/03/2026
"Banc of California, Inc. (NYSE:BANC)",4053613,NYSE,Financials,"2,659.88",11,1.71,1.71,1.20,1.70,1.76,1.64,12.50,06/03/2026
BancFirst Corporation (NASDAQGS:BANF),100534,NASDAQGS,Financials,"3,650.71",3,7.00,7.02,7.17,6.98,7.25,6.78,-0.84,06/03/2026
Bank of America Corporation (NYSE:BAC),100369,NYSE,Financials,"349,073.82",20,4.33,4.33,3.82,4.32,4.50,4.22,0.26,06/03/2026
Bank of Hawaii Corporation (NYSE:BOH),100161,NYSE,Financials,"2,998.88",6,5.98,5.98,4.58,6.00,6.33,5.65,0.87,06/03/2026
Bank OZK (NASDAQGS:OZK),1005468,NASDAQGS,Financials,"4,977.51",10,5.97,5.94,6.19,5.99,6.30,5.38,-0.16,06/03/2026
"BankUnited, Inc. (NYSE:BKU)",4235397,NYSE,Financials,"3,296.06",9,4.21,4.22,3.50,4.25,4.35,4.00,NA,06/03/2026
Banner Corporation (NASDAQGS:BANR),1024098,NASDAQGS,Financials,"2,048.60",6,5.87,5.89,5.59,5.91,6.10,5.50,1.97,06/03/2026
"Bath & Body Works, Inc. (NYSE:BBWI)",4069317,NYSE,Consumer Discretionary,"4,258.21",15,2.63,2.93,2.91,2.60,2.90,2.50,8.81,06/03/2026
Bausch + Lomb Corporation (NYSE:BLCO),29631408,NYSE,Health Care,"6,044.67",14,0.78,0.53,0.53,0.78,0.84,0.71,-3.77,06/03/2026
Bausch Health Companies Inc. (NYSE:BHC),4394665,NYSE,Health Care,"1,993.63",5,4.33,3.90,3.89,4.18,4.76,3.90,-3.85,06/03/2026
Baxter International Inc. (NYSE:BAX),4081442,NYSE,Health Care,"9,101.33",16,1.92,2.36,2.36,1.93,2.04,1.84,-3.81,06/03/2026
BBB Foods Inc. (NYSE:TBBB),115758387,NYSE,Consumer Staples,"3,799.93",5,-1.05,-1.05,-1.02,-0.99,-0.83,-1.34,-46.62,06/03/2026
Beacon Financial Corporation (NYSE:BBT),139626398,NYSE,Financials,"2,435.22",7,3.60,3.60,2.02,3.60,3.79,3.35,-5.26,06/03/2026
Beam Therapeutics Inc. (NASDAQGS:BEAM),10653429,NASDAQGS,Health Care,"2,635.75",16,-4.31,-4.25,-4.40,-4.59,-0.46,-5.42,81.07,06/03/2026
"Becton, Dickinson and Company (NYSE:BDX)",4133271,NYSE,Health Care,"47,586.05",12,12.54,14.94,14.94,12.47,13.03,12.28,0.14,06/03/2026
Bel Fuse Inc. (NASDAQGS:BELF.A),4963973,NASDAQGS,Information Technology,"2,395.22",4,6.23,6.19,6.42,6.16,6.65,5.94,-24.88,06/03/2026
Belden Inc. (NYSE:BDC),4198848,NYSE,Information Technology,"4,731.25",5,7.89,7.42,7.43,7.92,8.08,7.60,1.62,06/03/2026
"BellRing Brands, Inc. (NYSE:BRBR)",19070340,NYSE,Consumer Staples,"2,039.32",14,1.92,1.92,1.94,1.91,2.12,1.84,-1.81,06/03/2026
"Benchmark Electronics, Inc. (NYSE:BHE)",4275867,NYSE,Information Technology,"1,886.43",3,2.55,2.55,2.33,2.54,2.60,2.50,3.00,06/03/2026
"Bentley Systems, Incorporated (NASDAQGS:BSY)",4162851,NASDAQGS,Information Technology,"12,482.12",15,1.37,1.18,1.18,1.36,1.51,1.32,2.54,06/03/2026
BeOne Medicines AG (NASDAQGS:ONC),4810824,NASDAQGS,Health Care,"33,407.17",15,5.50,3.34,3.40,5.53,6.72,3.97,-23.80,06/03/2026
Berkshire Hathaway Inc. (NYSE:BRK.A),103462,NYSE,Financials,"1,076,124.17",3,"35,968.19","32,122.53","32,425.63","30,610.00","47,388.00","29,906.56",-3.74,06/03/2026
"Best Buy Co., Inc. (NYSE:BBY)",4095864,NYSE,Consumer Discretionary,"13,971.80",21,6.50,6.32,6.34,6.50,6.60,6.39,1.90,06/03/2026
"BETA Technologies, Inc. (NYSE:BETA)",18109153,NYSE,Industrials,"4,413.41",3,-5.14,-5.14,-1.61,-5.04,-3.10,-7.29,NA,06/03/2026
Bicara Therapeutics Inc. (NASDAQGM:BCAX),20762399,NASDAQGM,Health Care,"1,199.94",10,-2.48,-2.48,-2.49,-2.50,-2.33,-2.58,-53.41,06/03/2026
"BigBear.ai Holdings, Inc. (NYSE:BBAI)",29168779,NYSE,Information Technology,"2,023.24",3,-0.30,-0.93,-0.93,-0.21,-0.17,-0.52,11.83,06/03/2026
Bilibili Inc. (NASDAQGS:BILI),5295870,NASDAQGS,Communication Services,"10,231.58",17,0.66,0.37,0.37,0.68,0.75,0.50,3.01,06/03/2026
"BILL Holdings, Inc. (NYSE:BILL)",5137623,NYSE,Information Technology,"4,459.16",22,2.39,2.39,2.22,2.38,2.48,2.35,6.25,06/03/2026
"BillionToOne, Inc. (NASDAQGS:BLLN)",5315069,NASDAQGS,Health Care,"3,364.46",6,0.47,0.11,0.02,0.48,0.64,0.19,27.27,06/03/2026
"Bio-Rad Laboratories, Inc. (NYSE:BIO)",4098629,NYSE,Health Care,"7,344.66",5,10.23,9.95,9.98,10.25,10.55,9.93,-0.30,06/03/2026
Bio-Techne Corporation (NASDAQGS:TECH),4810610,NASDAQGS,Health Care,"8,431.27",14,1.98,1.99,1.98,1.98,2.01,1.93,0.00,06/03/2026
"BioCryst Pharmaceuticals, Inc. (NASDAQGS:BCRX)",4812549,NASDAQGS,Health Care,"2,126.79",6,0.24,0.14,0.13,0.27,0.41,0.01,764.29,06/03/2026
Biogen Inc. (NASDAQGS:BIIB),4152157,NASDAQGS,Health Care,"27,131.25",32,15.69,15.32,15.06,15.78,16.32,14.34,1.60,06/03/2026
Biohaven Ltd. (NYSE:BHVN),106997565,NYSE,Health Care,"1,492.14",14,-2.89,-6.69,-6.64,-2.87,-2.26,-3.53,-2.54,06/03/2026
BioMarin Pharmaceutical Inc. (NASDAQGS:BMRN),4810813,NASDAQGS,Health Care,"11,754.80",10,5.34,3.34,3.57,5.04,6.41,4.80,-3.37,06/03/2026
BioNTech SE (NASDAQGS:BNTX),5164480,NASDAQGS,Health Care,"25,469.47",19,-3.89,-3.89,-3.69,-3.88,-1.06,-6.30,15.55,06/03/2026
Birkenstock Holding plc (NYSE:BIRK),112203863,NYSE,Consumer Discretionary,"7,006.82",23,2.39,2.38,1.90,2.39,2.56,2.08,7.56,06/03/2026
"Bitgo Holdings, Inc. (NYSE:BTGO)",10679744,NYSE,Financials,"1,238.05",4,-0.14,NA,NA,-0.12,0.08,-0.39,NA,06/03/2026
"BJ's Wholesale Club Holdings, Inc. (NYSE:BJ)",8648705,NYSE,Consumer Staples,"12,666.06",20,4.55,4.36,4.36,4.55,4.70,4.40,0.69,06/03/2026
Black Hills Corporation (NYSE:BKH),4010420,NYSE,Utilities,"5,548.16",4,4.35,4.35,4.11,4.35,4.38,4.34,0.00,06/03/2026
"Blackbaud, Inc. (NASDAQGS:BLKB)",4067234,NASDAQGS,Information Technology,"2,179.84",5,5.19,4.42,4.42,5.20,5.20,5.18,0.68,06/03/2026
"BlackLine, Inc. (NASDAQGS:BL)",4824262,NASDAQGS,Information Technology,"2,225.10",15,2.40,2.08,2.08,2.40,2.46,2.32,2.40,06/03/2026
"BlackRock, Inc. (NYSE:BLK)",4048287,NYSE,Financials,"148,612.16",15,54.23,54.44,47.80,54.06,56.74,51.94,2.28,06/03/2026
Blackstone Inc. (NYSE:BX),4157397,NYSE,Financials,"86,463.40",20,6.35,6.38,5.31,6.37,6.74,5.74,4.31,06/03/2026
"Blackstone Mortgage Trust, Inc. (NYSE:BXMT)",4087691,NYSE,Financials,"3,281.54",7,1.70,0.85,0.84,1.74,2.13,1.00,-264.37,06/03/2026
Blackstone Secured Lending Fund (NYSE:BXSL),11221175,NYSE,Financials,"5,532.91",10,2.88,3.21,3.21,2.88,2.94,2.81,0.62,06/03/2026
"Block, Inc. (NYSE:XYZ)",4340737,NYSE,Financials,"39,578.92",41,3.55,2.39,2.41,3.66,4.05,3.13,-0.84,06/03/2026
Bloom Energy Corporation (NYSE:BE),4252232,NYSE,Industrials,"37,927.31",24,1.39,1.36,0.54,1.40,1.80,0.87,33.33,06/03/2026
Blue Bird Corporation (NASDAQGM:BLBD),4042668,NASDAQGM,Industrials,"1,729.34",6,4.55,4.53,4.28,4.54,4.98,4.10,8.15,06/03/2026
Blue Owl Capital Corporation (NYSE:OBDC),4668398,NYSE,Financials,"5,728.67",10,1.36,1.52,1.55,1.36,1.41,1.31,3.95,06/03/2026
Blue Owl Capital Inc. (NYSE:OWL),28978057,NYSE,Financials,"6,582.47",15,0.94,0.95,0.82,0.93,1.04,0.89,2.44,06/03/2026
Blue Owl Technology Finance Corp. (NYSE:OTF),11017684,NYSE,Financials,"5,500.20",6,1.31,NA,NA,1.32,1.33,1.26,NA,06/03/2026
BOK Financial Corporation (NASDAQGS:BOKF),100003,NASDAQGS,Financials,"7,621.68",10,9.67,9.67,8.36,9.70,9.87,9.22,5.39,06/03/2026
Booking Holdings Inc. (NASDAQGS:BKNG),4122589,NASDAQGS,Consumer Discretionary,"144,127.34",30,267.68,227.48,227.32,267.16,281.85,256.81,0.21,06/03/2026
"Boot Barn Holdings, Inc. (NYSE:BOOT)",4388680,NYSE,Consumer Discretionary,"5,419.10",13,7.34,7.34,7.10,7.35,7.42,7.30,0.00,06/03/2026
Booz Allen Hamilton Holding Corporation (NYSE:BAH),4963866,NYSE,Industrials,"9,875.47",12,6.06,6.06,5.61,6.07,6.12,5.95,0.16,06/03/2026
BorgWarner Inc. (NYSE:BWA),4910640,NYSE,Consumer Discretionary,"10,725.13",14,5.21,4.75,4.67,5.20,5.35,5.10,3.37,06/03/2026
Boston Scientific Corporation (NYSE:BSX),4810597,NYSE,Health Care,"105,875.23",32,3.47,3.47,3.03,3.46,3.72,3.40,0.66,06/03/2026
"Box, Inc. (NYSE:BOX)",4296580,NYSE,Information Technology,"3,673.79",9,1.63,1.29,1.29,1.55,2.17,1.53,11.63,06/03/2026
Boyd Gaming Corporation (NYSE:BYD),4006418,NYSE,Consumer Discretionary,"6,049.19",15,7.46,7.44,7.06,7.60,8.12,5.94,4.52,06/03/2026
"Braze, Inc. (NASDAQGS:BRZE)",5257077,NASDAQGS,Information Technology,"2,269.57",20,0.42,0.42,0.42,0.42,0.44,0.42,54.55,06/03/2026
"Bread Financial Holdings, Inc. (NYSE:BFH)",4038577,NYSE,Financials,"3,113.34",12,10.16,10.14,9.63,10.14,11.25,9.14,18.29,06/03/2026
"BridgeBio Pharma, Inc. (NASDAQGS:BBIO)",6959543,NASDAQGS,Health Care,"12,670.88",16,-1.90,-3.44,-3.44,-1.80,-1.17,-3.27,-9.88,06/03/2026
Bright Horizons Family Solutions Inc. (NYSE:BFAM),4067324,NYSE,Consumer Discretionary,"4,261.39",9,5.00,4.52,4.52,5.00,5.14,4.90,0.66,06/03/2026
"BrightSpring Health Services, Inc. (NASDAQGS:BTSG)",100480295,NASDAQGS,Health Care,"8,473.95",15,1.53,1.03,1.03,1.54,1.75,1.20,-2.91,06/03/2026
Brightstar Lottery PLC (NYSE:BRSL),4988308,NYSE,Consumer Discretionary,"2,472.68",3,0.94,0.91,0.91,1.04,1.14,0.64,1.11,06/03/2026
"BrightView Holdings, Inc. (NYSE:BV)",10719138,NYSE,Industrials,"1,198.22",9,0.74,0.74,0.78,0.71,0.91,0.64,-6.17,06/03/2026
"Brinker International, Inc. (NYSE:EAT)",4915571,NYSE,Consumer Discretionary,"5,871.02",23,10.70,10.70,10.30,10.70,10.85,10.50,0.34,06/03/2026
Bristol-Myers Squibb Company (NYSE:BMY),4623856,NYSE,Health Care,"122,779.00",27,6.27,6.21,6.54,6.30,6.36,6.05,0.65,06/03/2026
Brixmor Property Group Inc. (NYSE:BRX),4400077,NYSE,Real Estate,"9,219.15",6,1.01,1.06,1.05,1.01,1.04,1.00,17.92,06/03/2026
Broadcom Inc. (NASDAQGS:AVGO),4970473,NASDAQGS,Information Technology,"1,564,879.88",44,11.18,10.26,6.75,11.32,13.31,9.62,1.04,06/03/2026
"Broadridge Financial Solutions, Inc. (NYSE:BR)",4157226,NYSE,Industrials,"22,985.49",9,9.51,9.49,9.45,9.51,9.58,9.45,0.47,06/03/2026
"Broadstone Net Lease, Inc. (NYSE:BNL)",5797703,NYSE,Real Estate,"3,665.76",5,0.71,0.49,0.50,0.71,0.87,0.56,2.04,06/03/2026
Brookdale Senior Living Inc. (NYSE:BKD),4121888,NYSE,Health Care,"3,540.73",4,-0.23,-1.12,-1.13,-0.23,-0.04,-0.43,0.00,06/03/2026
"Brown & Brown, Inc. (NYSE:BRO)",103448,NYSE,Financials,"25,020.87",17,4.53,4.52,4.26,4.53,4.68,4.34,0.24,06/03/2026
Brown-Forman Corporation (NYSE:BF.B),4086734,NYSE,Consumer Staples,"11,586.85",17,1.73,1.64,1.63,1.73,1.81,1.56,1.66,06/03/2026
Bruker Corporation (NASDAQGS:BRKR),4811350,NASDAQGS,Health Care,"5,583.40",14,2.12,1.88,1.88,2.13,2.14,2.10,-2.66,06/03/2026
Brunswick Corporation (NYSE:BC),4558091,NYSE,Consumer Discretionary,"4,579.78",18,4.19,4.19,3.25,4.20,4.50,4.05,0.31,06/03/2026
"Builders FirstSource, Inc. (NYSE:BLDR)",4073448,NYSE,Industrials,"10,299.54",19,5.90,7.04,7.04,6.00,6.60,5.04,-2.13,06/03/2026
Bullish (NYSE:BLSH),108113443,NYSE,Financials,"5,267.91",6,0.74,0.72,0.28,0.74,0.89,0.52,11.11,06/03/2026
Bunge Global SA (NYSE:BG),4500439,NYSE,Consumer Staples,"22,576.70",10,8.12,8.13,7.45,8.03,9.00,7.73,3.13,06/03/2026
Burford Capital Limited (NYSE:BUR),4773308,NYSE,Financials,"1,700.83",4,0.98,1.10,1.02,0.97,1.32,0.65,-73.33,06/03/2026
"Burlington Stores, Inc. (NYSE:BURL)",4911216,NYSE,Consumer Discretionary,"19,004.58",17,11.46,9.76,9.72,11.39,12.37,10.96,-0.10,06/03/2026
"BWX Technologies, Inc. (NYSE:BWXT)",4082835,NYSE,Industrials,"17,852.82",9,4.59,3.82,3.79,4.60,4.64,4.55,4.97,06/03/2026
"BXP, Inc. (NYSE:BXP)",112885,NYSE,Real Estate,"8,397.83",9,1.78,1.78,0.72,1.78,2.36,0.91,234.62,06/03/2026
"Byline Bancorp, Inc. (NYSE:BY)",1021230,NYSE,Financials,"1,405.11",6,3.09,3.09,2.95,3.10,3.15,3.00,1.69,06/03/2026
"C.H. Robinson Worldwide, Inc. (NASDAQGS:CHRW)",4095936,NASDAQGS,Industrials,"21,309.05",26,6.05,6.05,4.99,6.06,6.50,5.30,2.00,06/03/2026
"C3.ai, Inc. (NYSE:AI)",4395931,NYSE,Information Technology,"1,293.52",13,-1.39,-1.20,-1.20,-1.39,-1.37,-1.46,6.82,06/03/2026
Cabot Corporation (NYSE:CBT),4001703,NYSE,Materials,"3,656.56",5,6.26,6.35,6.52,6.25,6.30,6.25,-0.14,06/03/2026
CACI International Inc (NYSE:CACI),4200091,NYSE,Industrials,"13,604.84",13,28.75,28.77,28.23,28.79,29.36,28.11,7.55,06/03/2026
"Cactus, Inc. (NYSE:WHD)",9796552,NYSE,Energy,"3,445.68",7,3.05,2.50,2.50,2.99,3.62,2.67,6.75,06/03/2026
"Cadence Design Systems, Inc. (NASDAQGS:CDNS)",4963284,NASDAQGS,Information Technology,"81,982.97",7,7.87,7.04,7.04,7.87,7.96,7.82,1.42,06/03/2026
